school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,4,10,-2,-2
GP,F,15,U,GT3,A,4,4,teacher,services,course,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,7,8,9
GP,F,18,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,2,1,1,3,2,5,-2,-2
GP,F,17,R,GT3,T,3,4,other,other,home,mother,2,2,0,yes,no,yes,no,yes,yes,yes,no,4,3,3,1,2,3,3,8,8,8
GP,F,15,U,GT3,T,1,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,2,3,5,1,6,7,6
GP,F,16,U,GT3,T,3,2,services,services,course,father,2,2,0,no,yes,yes,no,no,yes,yes,no,5,2,4,1,1,5,2,10,11,10
GP,M,18,U,GT3,T,4,2,services,health,home,father,2,1,0,yes,yes,yes,yes,yes,yes,yes,no,4,4,2,5,5,5,1,11,9,9
GP,M,17,U,GT3,T,2,4,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,1,3,0,18,16,16
GP,M,16,U,LE3,T,2,2,services,other,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,3,4,3,4,3,7,11,11,11
GP,F,16,U,GT3,T,1,2,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,5,3,2,1,1,4,0,6,7,6
GP,F,15,U,LE3,A,3,4,services,services,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,3,6,9,9
GP,M,16,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,3,16,17,17
GP,F,17,U,GT3,T,4,3,teacher,other,reputation,father,1,2,1,no,no,yes,no,yes,yes,yes,yes,4,3,2,1,1,2,4,6,6,6
GP,F,16,U,LE3,T,1,1,services,teacher,course,mother,1,1,0,no,no,yes,yes,no,yes,yes,no,3,3,4,2,3,1,7,7,7,8
GP,M,16,U,GT3,A,3,3,at_home,other,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,4,2,3,5,18,11,13,12
GP,M,15,U,GT3,T,4,4,health,other,course,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,5,5,5,4,14,14,14
GP,F,17,R,LE3,T,1,3,other,services,course,mother,3,2,0,no,yes,yes,yes,no,yes,yes,yes,3,5,5,2,3,3,13,8,8,10
GP,M,16,U,GT3,T,1,4,other,other,home,mother,1,4,0,no,no,yes,no,yes,yes,yes,no,5,3,4,3,5,5,5,11,14,14
GP,M,17,R,GT3,T,4,3,services,other,other,father,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,4,3,4,8,9,8
GP,F,17,U,GT3,T,2,2,at_home,at_home,home,father,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,3,1,5,5,6
GP,F,16,U,GT3,T,1,2,other,other,other,mother,3,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,3,2,3,4,1,7,7,8
GP,F,19,U,GT3,T,0,2,other,at_home,course,other,2,2,0,no,yes,no,no,no,yes,yes,no,3,5,1,1,1,3,39,11,9,9
GP,F,18,R,GT3,T,3,4,other,services,course,mother,1,1,3,no,no,no,yes,yes,yes,yes,no,5,5,3,1,2,5,17,4,3,3
GP,F,16,U,GT3,T,4,4,teacher,other,reputation,mother,1,2,1,no,yes,no,yes,yes,yes,yes,yes,2,4,4,1,2,5,0,7,7,6
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,3,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,2,1,1,5,3,11,11,11
MS,M,17,U,LE3,T,1,1,other,other,course,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,5,3,3,1,1,5,3,13,14,14
GP,M,15,R,LE3,A,2,3,services,services,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,yes,2,4,5,3,4,3,4,15,17,17
GP,M,17,U,GT3,T,4,3,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,1,1,5,2,10,11,13
MS,F,17,U,LE3,T,4,2,other,other,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,2,5,1,11,13,13
GP,M,19,R,LE3,A,3,4,other,services,course,other,2,2,1,no,no,yes,yes,yes,yes,yes,no,3,5,1,1,1,4,4,14,12,12
GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,3,20,19,19
GP,F,17,U,LE3,T,3,4,services,other,home,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,3,3,1,1,1,1,2,9,7,9
GP,F,16,U,GT3,A,1,4,other,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,2,4,2,10,11,11
MS,M,18,U,LE3,T,1,1,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,14,14,15
GP,F,18,R,GT3,A,4,3,other,other,reputation,mother,1,1,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,3,3,4,16,7,6,5
GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,2,4,4,2,4,5,18,10,10,9
GP,M,19,R,LE3,T,2,3,other,teacher,course,other,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,4,4,4,0,12,13,13
GP,F,17,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,1,5,12,13,13
MS,M,18,R,GT3,T,3,3,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,4,4,4,3,12,13,13
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,2,3,1,6,7,7,8
GP,M,16,U,GT3,T,2,1,at_home,other,reputation,mother,4,1,0,no,yes,yes,no,no,yes,yes,no,4,3,5,2,4,4,18,11,13,12
GP,F,18,U,GT3,T,1,1,other,services,home,mother,1,2,2,no,yes,yes,yes,yes,yes,no,no,5,3,3,3,3,5,17,7,6,7
GP,M,16,U,GT3,T,4,4,teacher,services,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,2,3,5,5,1,0,13,14,13
GP,M,15,U,LE3,T,2,4,services,services,home,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,5,4,2,1,1,5,2,13,16,16
GP,M,18,R,LE3,T,4,4,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,2,20,19,20
GP,F,17,U,LE3,T,4,4,teacher,other,reputation,father,1,1,0,no,yes,no,no,no,yes,yes,no,4,3,4,1,3,1,2,10,10,10
GP,F,16,U,GT3,T,3,1,other,services,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,4,5,2,1,2,5,0,11,12,11
GP,M,18,U,LE3,T,3,3,services,health,home,father,3,2,3,yes,no,yes,yes,yes,yes,no,yes,5,3,3,2,3,4,53,13,11,10
GP,F,15,U,GT3,T,1,1,other,other,reputation,father,1,1,1,no,no,yes,yes,yes,yes,yes,no,5,5,4,1,3,4,3,5,5,-2
GP,F,16,U,GT3,T,4,4,teacher,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,3,5,3,5,5,-2
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,3,2,no,yes,no,yes,yes,yes,no,yes,1,3,5,2,3,3,2,7,6,1
GP,F,16,U,LE3,T,2,2,services,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,1,3,5,9,8,7,6
GP,M,17,U,GT3,T,4,3,health,services,home,father,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,4,15,16,17
GP,F,17,R,GT3,T,4,3,services,other,reputation,mother,2,2,0,yes,yes,yes,yes,no,yes,yes,no,4,1,3,1,2,1,3,5,7,8
GP,M,16,U,GT3,T,4,4,teacher,health,reputation,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,1,3,2,1,1,5,10,13,12,12
GP,F,18,U,GT3,T,1,1,other,other,home,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,3,2,3,1,17,7,7,6
GP,M,18,U,GT3,T,4,4,teacher,services,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,3,5,7,11,12,12
MS,F,17,R,GT3,T,3,3,services,at_home,home,father,2,2,0,no,no,yes,no,yes,yes,yes,no,4,2,3,2,2,4,6,10,11,11
GP,F,15,U,GT3,T,1,1,other,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,no,yes,4,3,2,2,2,5,3,6,4,4
GP,F,15,U,LE3,T,4,4,other,teacher,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,2,3,1,1,13,13,13
GP,F,17,U,GT3,T,3,4,at_home,services,course,mother,1,1,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,9,7,6
GP,M,16,U,GT3,T,3,2,other,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,4,2,5,10,15,13,12
GP,F,15,U,LE3,T,2,1,other,health,other,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,3,4,3,1,1,5,2,10,13,13
GP,M,17,U,LE3,T,3,2,other,other,reputation,mother,3,2,2,no,yes,yes,no,yes,yes,yes,no,4,3,5,2,4,4,2,7,6,1
GP,F,17,R,LE3,T,2,2,other,services,course,mother,2,2,0,no,no,yes,no,yes,yes,yes,yes,3,4,3,1,2,5,1,8,8,8
GP,F,18,U,GT3,T,1,1,at_home,teacher,course,mother,2,2,0,yes,no,no,no,no,yes,yes,no,5,3,4,1,1,3,5,3,4,4
GP,F,15,U,GT3,T,2,1,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,3,3,12,11,12,12
GP,M,16,U,GT3,T,4,4,health,other,home,mother,2,3,0,no,yes,yes,yes,no,yes,yes,no,1,4,2,1,2,2,7,17,16,17
GP,M,16,U,GT3,T,3,2,services,services,home,mother,1,3,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,5,7,8,10,10
GP,F,16,U,GT3,T,1,1,other,other,home,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,2,1,1,2,6,5,5,4
GP,F,17,U,LE3,A,3,1,at_home,services,course,father,1,3,3,no,no,no,yes,yes,yes,no,no,3,4,2,1,1,3,7,5,5,7
GP,M,16,R,GT3,A,3,3,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,no,3,3,5,1,3,3,2,11,11,10
GP,F,15,U,LE3,T,1,1,other,other,course,father,1,2,0,yes,yes,yes,no,yes,yes,no,yes,4,3,2,1,1,2,7,6,5,4
GP,F,17,U,GT3,T,3,1,teacher,other,reputation,other,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,3,5,3,5,6,6
GP,M,16,U,GT3,T,4,4,services,other,home,mother,1,4,1,no,yes,no,no,yes,yes,yes,no,4,1,5,2,5,3,7,19,19,19
GP,M,17,U,LE3,T,4,4,services,teacher,home,mother,2,4,1,no,no,no,no,yes,yes,yes,no,4,5,3,1,1,4,9,19,19,19
GP,F,17,R,GT3,T,1,2,at_home,other,reputation,mother,1,1,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,2,3,15,10,9,8
GP,F,15,U,GT3,T,3,3,services,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,5,3,1,1,1,1,14,16,16
MS,F,18,R,GT3,T,1,1,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,no,no,3,4,4,1,1,2,10,12,11,11
GP,M,18,U,GT3,T,1,2,at_home,other,reputation,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,3,4,2,4,5,3,11,11,1
GP,F,17,R,GT3,T,4,2,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,2,9,9,10
GP,F,17,U,GT3,T,2,3,at_home,other,reputation,mother,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,10,8,8
GP,F,17,U,GT3,T,3,3,other,other,reputation,mother,3,1,0,yes,yes,no,yes,yes,yes,yes,no,4,1,4,1,1,5,3,4,3,4
GP,F,15,U,GT3,T,1,3,at_home,other,home,father,3,2,3,no,no,no,yes,no,yes,yes,yes,5,3,3,2,3,1,1,6,5,-2
GP,F,16,U,GT3,T,3,3,other,services,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,3,1,4,6,8,7
GP,M,18,R,LE3,T,3,3,other,services,other,mother,1,1,1,yes,no,no,yes,yes,yes,no,yes,1,5,5,4,5,1,68,7,10,10
MS,M,18,U,LE3,T,2,3,other,other,other,father,1,1,1,no,no,no,yes,yes,no,yes,no,5,1,5,2,4,2,1,7,6,1
GP,F,17,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,4,4,3,12,9,7,7
GP,F,19,U,GT3,T,2,2,other,services,reputation,other,1,1,0,no,no,no,yes,yes,yes,yes,no,5,2,3,4,4,1,6,6,7,7
MS,F,19,U,LE3,T,3,3,services,services,home,other,2,1,3,no,yes,no,yes,yes,yes,no,no,3,4,2,1,1,3,5,5,5,7
GP,F,15,U,GT3,T,3,1,other,services,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,3,2,12,14,14
GP,M,15,U,GT3,T,3,3,other,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,2,10,12,12
MS,M,17,U,GT3,T,1,2,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,2,4,4,3,12,12,13
GP,M,15,U,LE3,T,2,4,at_home,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,3,1,1,2,10,19,20,20
GP,F,17,U,GT3,T,2,1,other,at_home,course,mother,1,4,1,yes,yes,yes,yes,yes,yes,yes,yes,5,4,1,1,1,4,74,8,7,7
GP,M,15,U,GT3,A,4,4,teacher,teacher,reputation,father,2,2,0,no,yes,no,no,no,yes,no,yes,4,4,5,5,5,5,2,11,11,12
GP,F,17,U,GT3,A,4,3,teacher,services,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,2,1,1,3,0,10,10,9
GP,M,16,U,LE3,T,2,1,other,services,home,father,2,2,0,no,no,yes,no,yes,yes,yes,yes,4,4,2,5,5,5,1,14,14,14
GP,F,17,R,GT3,T,4,4,teacher,health,reputation,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,1,1,5,17,6,6,5
GP,F,18,R,GT3,T,1,1,other,other,other,mother,2,2,3,no,no,no,yes,yes,no,no,no,5,3,4,1,1,3,2,4,-2,-2
MS,F,18,U,GT3,T,1,1,other,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,3,3,7,6,7,7
GP,M,17,U,LE3,A,4,3,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,1,3,5,1,17,16,16
GP,F,18,U,LE3,T,3,3,other,services,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,2,5,4,9,9,9
GP,M,15,U,LE3,T,4,2,teacher,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,5,2,1,1,2,9,19,20,20
GP,F,16,R,GT3,T,4,2,teacher,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,2,5,1,12,12,13
GP,M,17,U,GT3,T,3,1,services,other,reputation,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,1,3,15,16,16
GP,F,17,U,LE3,T,2,2,at_home,other,reputation,mother,1,3,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,2,3,17,10,8,8
GP,F,16,U,GT3,T,0,3,at_home,other,home,mother,3,2,1,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,3,6,5,8,8
MS,M,18,U,GT3,T,4,4,teacher,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,2,2,2,17,16,16
GP,M,15,U,GT3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,4,1,4,4,5,11,12,12
GP,F,16,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,5,2,1,3,3,24,16,16,16
GP,M,16,U,GT3,T,3,2,other,at_home,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,5,5,2,3,13,14,14
GP,F,17,U,LE3,T,2,2,at_home,services,home,father,1,2,2,no,no,no,no,yes,yes,no,no,3,4,2,1,1,5,1,5,5,7
GP,F,16,U,GT3,T,4,2,health,other,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,2,1,1,2,11,9,10,11
GP,M,18,U,GT3,T,4,4,other,other,course,other,1,2,3,no,yes,no,yes,no,yes,no,no,4,4,5,2,4,4,3,7,1,1
GP,M,20,U,GT3,T,4,4,services,health,course,other,1,2,0,no,yes,no,no,no,yes,yes,no,3,2,2,1,1,5,2,18,19,19
MS,F,17,U,GT3,T,4,4,other,services,reputation,mother,2,1,0,no,yes,yes,yes,yes,no,yes,yes,2,4,2,1,1,3,2,5,4,-2
MS,M,20,U,GT3,T,4,4,health,other,reputation,other,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,2,3,1,1,1,2,16,15,16
GP,F,15,U,GT3,T,2,1,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,2,2,5,3,9,-2,-2
GP,F,16,U,GT3,T,2,2,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,25,5,5,4
MS,M,18,U,LE3,T,3,3,health,health,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,3,5,4,7,15,14,15
GP,M,15,U,LE3,T,4,4,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,1,5,4,5,1,6,11,14,14
GP,M,16,U,GT3,T,4,3,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,no,no,no,4,1,3,1,3,5,18,9,7,8
GP,M,17,R,LE3,T,4,3,services,services,course,other,2,2,2,no,yes,yes,yes,yes,yes,yes,yes,5,4,2,1,1,5,0,8,9,1
GP,F,17,R,GT3,T,2,4,at_home,other,course,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,5,2,3,3,3,8,7,8
MS,F,17,U,GT3,T,4,2,teacher,other,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,3,5,5,3,11,9,8
GP,F,15,U,GT3,A,4,3,teacher,services,course,other,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,5,3,1,1,1,18,14,14,13
GP,F,16,U,LE3,T,2,2,services,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,yes,5,3,4,1,2,5,8,8,8,8
GP,M,15,U,LE3,A,2,2,at_home,health,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,no,4,2,5,2,4,4,9,11,11,11
MS,M,21,R,GT3,A,4,3,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,1,3,3,0,11,9,8
GP,M,16,U,GT3,T,4,3,other,teacher,other,father,2,2,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,5,5,5,6,11,11,12
GP,M,15,U,LE3,A,4,4,teacher,other,other,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,3,6,19,20,20
GP,M,17,U,GT3,T,3,2,services,other,home,mother,1,2,0,yes,yes,yes,no,yes,no,yes,no,3,3,4,1,4,3,18,8,7,7
GP,M,17,U,GT3,T,1,2,at_home,teacher,reputation,father,1,4,0,no,no,yes,no,yes,yes,no,yes,4,5,3,1,1,2,10,16,15,15
MS,F,18,U,GT3,T,4,4,health,other,course,father,1,2,0,no,yes,yes,no,yes,no,yes,no,2,3,1,1,1,4,2,8,7,-2
GP,F,19,U,GT3,T,1,2,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,1,3,18,10,8,8
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,10,11,12
GP,M,15,U,GT3,T,4,3,teacher,other,course,other,2,2,0,no,yes,no,no,no,yes,no,no,4,4,5,5,5,2,5,11,13,12
GP,F,16,U,LE3,T,4,4,services,at_home,other,mother,1,1,0,no,no,yes,no,yes,yes,yes,yes,4,3,4,2,3,3,1,12,9,10
GP,M,15,U,LE3,T,4,4,teacher,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,3,1,1,4,7,19,20,20
GP,F,17,U,LE3,T,3,1,services,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,25,5,4,4
GP,F,16,R,GT3,T,4,4,teacher,services,other,mother,2,1,0,no,no,yes,no,yes,yes,yes,yes,5,4,3,1,2,5,0,5,5,6
GP,M,16,U,LE3,T,2,2,other,other,home,mother,4,2,0,yes,no,no,yes,yes,yes,yes,no,3,3,2,1,1,5,5,11,13,14
GP,M,18,R,GT3,T,3,2,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,4,4,3,2,3,1,1,17,16,18
GP,F,17,U,LE3,T,2,2,other,services,reputation,father,1,2,0,no,yes,no,no,no,no,yes,no,5,2,3,1,1,1,5,6,6,7
GP,F,15,U,LE3,T,4,3,teacher,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,2,13,14,16
GP,F,16,U,GT3,T,4,3,teacher,health,course,father,1,2,0,no,yes,no,yes,no,yes,yes,yes,5,4,3,2,4,5,9,8,10,9
GP,M,15,U,GT3,T,4,4,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,no,no,3,3,4,1,3,1,0,10,12,11
GP,F,16,U,GT3,T,0,0,at_home,other,home,mother,1,3,2,no,yes,no,yes,yes,yes,no,yes,3,2,2,1,1,5,6,5,8,7
GP,F,15,R,LE3,T,2,1,other,other,other,mother,1,2,0,yes,no,yes,no,yes,yes,yes,no,4,2,2,1,1,5,4,10,10,9
GP,F,22,U,GT3,T,3,2,services,services,home,mother,1,1,1,no,yes,no,no,no,no,yes,yes,4,4,5,1,2,5,5,4,6,6
GP,F,19,U,GT3,T,1,1,at_home,at_home,course,other,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,2,5,7,6,6,7
GP,M,16,U,LE3,T,2,1,other,services,course,mother,2,1,0,no,no,no,yes,no,yes,yes,no,1,2,4,1,1,5,15,13,13,13
GP,M,15,R,GT3,T,4,3,services,at_home,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,1,5,2,18,17,17
MS,M,17,U,GT3,T,4,4,other,services,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,1,2,6,15,17,17
GP,M,16,U,GT3,T,2,2,at_home,at_home,home,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,3,3,3,2,4,3,1,10,8,1
GP,F,18,U,GT3,T,4,4,services,other,home,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,4,1,2,1,1,1,6,5,7,8
GP,M,15,U,GT3,T,2,2,health,services,reputation,mother,1,2,2,no,yes,yes,yes,yes,yes,yes,yes,2,5,2,3,4,5,22,10,10,10
GP,M,17,R,LE3,T,4,3,services,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,3,4,1,3,11,11,11
GP,F,17,U,GT3,T,4,4,teacher,other,home,mother,2,3,0,no,no,yes,no,yes,yes,yes,no,4,3,4,1,1,3,11,16,16,16
GP,F,18,U,GT3,T,4,0,teacher,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,3,3,4,2,4,3,1,5,2,-2
GP,M,19,U,GT3,T,1,1,at_home,at_home,other,other,1,3,3,yes,no,yes,yes,yes,no,no,yes,2,5,3,1,2,1,37,16,13,12
GP,M,17,U,LE3,T,2,1,other,services,reputation,father,2,3,0,no,no,yes,yes,yes,yes,yes,yes,4,3,3,1,3,4,10,11,10,11
GP,F,16,U,GT3,T,4,4,teacher,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,1,5,0,13,13,14
GP,F,17,R,LE3,T,4,2,teacher,other,reputation,mother,1,3,0,no,yes,yes,no,no,yes,yes,no,3,3,4,1,3,4,11,13,10,12
GP,M,18,U,GT3,T,4,3,services,other,course,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,1,3,3,9,9,1
GP,F,15,U,GT3,T,4,4,teacher,at_home,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,3,2,4,1,2,2,3,13,13,12
GP,M,16,U,GT3,A,2,2,other,other,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,3,4,3,1,13,12,13
GP,M,16,U,GT3,T,4,4,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,5,1,2,3,0,14,14,13
GP,F,17,U,LE3,T,4,4,other,health,home,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,2,2,2,14,8,7,7
GP,F,16,U,LE3,A,2,1,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,1,2,3,5,4,13,13,14
GP,M,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,3,4,5,2,10,10,11
GP,F,16,U,GT3,T,2,1,other,other,home,mother,2,1,1,no,no,no,no,yes,yes,yes,no,3,5,4,1,3,4,26,16,16,16
GP,M,18,U,GT3,T,2,2,services,services,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,5,2,1,1,2,1,17,16,16
GP,F,16,U,GT3,T,4,4,teacher,services,home,father,3,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,5,2,11,11,11
GP,F,17,U,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,1,15,13,13
GP,F,17,U,LE3,T,4,3,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,3,4,4,3,3,5,18,12,10,11
GP,F,18,U,GT3,T,4,3,teacher,services,reputation,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,2,2,1,7,13,12,12
GP,M,17,U,GT3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,1,3,3,1,17,16,16
GP,M,18,U,GT3,A,4,4,teacher,services,course,mother,2,1,3,yes,yes,yes,yes,no,yes,no,no,1,4,1,4,5,3,52,18,19,20
GP,F,17,R,GT3,T,2,3,services,services,home,father,1,1,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,5,1,9,9,9
GP,M,15,U,LE3,T,4,4,services,teacher,course,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,20,19,19
